Student_ID,Name,Grade,GPA,Attendance,Math_Score,Science_Score,English_Score,History_Score,Graduation_Status,GPA_Category,Elective_Art,Elective_Computer Science,Elective_Drama,Elective_Music,Total_Score,Math_Score_Zscore,Total_Score_Percentage,Name_Initial,High_Achiever
854840,David Warren,B,1.1844467665338965,-1.3808926958919752,1.3552407822267907,93,12,1,Pending,Low,0,0,1,0,195,1.3552407822267907,48.75,D,False
919038,Sandra Marks,B,-1.4230501144571146,-0.13582368866354566,-0.4598291254885684,8,44,73,Pending,Low,0,0,1,0,161,-0.4598291254885684,40.25,S,False
287112,Kevin Smith,A,0.11537304532758196,0.309698943730694,0.9100349558060422,15,13,44,Graduated,Low,0,0,1,0,148,0.9100349558060422,37.0,K,False
147123,Cynthia Jackson,B,0.6194891089858442,-1.645127808002954,-1.3502407783300652,33,61,80,Pending,Low,1,0,0,0,184,-1.3502407783300652,46.0,C,False
184459,Steven Espinoza,C,-0.2931347993610098,1.5359550950806715,-0.6995553397151253,27,26,30,Graduated,Low,0,0,1,0,112,-0.6995553397151253,28.000000000000004,S,False
441331,Deborah Blackburn,B,0.40219770223659324,0.2216205730270344,1.3209941801944254,18,63,66,Pending,Low,0,0,0,1,235,1.3209941801944254,58.75,D,False
184827,Heidi Bowman,F,-0.07584339261175883,-1.0533779776443863,1.0470213639355033,65,36,74,Pending,Low,0,1,0,0,255,1.0470213639355033,63.74999999999999,H,False
916436,Ashley Dorsey,F,-0.9450090196087623,-0.0015683080764135142,0.05386990499691057,37,4,99,Graduated,Low,0,0,0,1,191,0.05386990499691057,47.75,A,False
317785,Roger Booth,D,-0.9276257070688222,-0.8284788369156251,-0.151609707197281,99,69,16,Pending,Low,0,1,0,0,229,-0.151609707197281,57.25,R,False
623251,Savannah Jordan,B,0.4717309523963536,0.9091449424031722,-1.6584601966213526,52,68,14,Graduated,Low,0,0,1,0,135,-1.6584601966213526,33.75,S,False
737451,Jeffery Rodriguez,F,-1.1536087700880433,1.2118608960837114,-0.9050349519093168,85,97,44,Graduated,Low,1,0,0,0,249,-0.9050349519093168,62.25000000000001,J,False
945867,Teresa Ramirez,C,-1.1970670514378934,-0.8891930536142648,1.4579805883238863,80,54,77,Pending,Low,0,0,1,0,303,1.4579805883238863,75.75,T,False
120620,Chad Butler,C,0.836780515735095,1.6838925526703135,-0.5625689315856642,17,75,28,Pending,Low,0,0,1,0,153,-0.5625689315856642,38.25,C,False
607793,Barbara Blake,D,1.497346392252818,0.7569318357502459,1.423733986291521,53,68,71,Graduated,Low,0,0,0,1,283,1.423733986291521,70.75,B,False
452939,Darin Bowen,A,-1.6055748961264853,0.6038635992846635,1.5607203944209822,29,25,77,Pending,Low,0,0,0,1,226,1.5607203944209822,56.49999999999999,D,False
704528,Aimee Harmon,D,-0.9189340507988524,-0.8917584430522356,-0.151609707197281,91,94,50,Graduated,Low,0,1,0,0,280,-0.151609707197281,70.0,A,False
831746,Rachel Escobar,F,1.036688609944406,0.6141251570365466,0.2251029151587369,86,12,82,Pending,Low,0,0,1,0,236,0.2251029151587369,59.0,R,False
321945,Herbert Martinez,C,-0.0671517363417888,0.027506105553919778,-0.014623299067819954,79,20,89,Pending,Low,0,1,0,0,237,-0.014623299067819954,59.25,H,False
701814,Taylor Villegas,F,1.3408965793933572,-0.5497065179894801,0.3278427212558327,92,97,73,Pending,Low,0,0,1,0,321,0.3278427212558327,80.25,T,False
470837,Rodney Franklin,F,1.5147297047927581,-0.7301389084600836,0.2935961192234674,4,5,15,Graduated,Low,1,0,0,0,82,0.2935961192234674,20.5,R,False
672330,Michael Davis,A,1.506038048522788,-0.6343643694425116,1.0470213639355033,36,58,38,Pending,Low,0,0,1,0,212,1.0470213639355033,53.0,M,False
575795,Ryan Prince,C,0.8454721720050653,-0.21877128049126376,-0.8365417478445863,15,43,8,Graduated,Low,0,1,0,0,91,-0.8365417478445863,22.75,R,False
370330,Rhonda Jones,A,-1.4665083958069647,1.4769511380073463,-0.3913359214238379,36,31,52,Pending,Low,1,0,0,0,157,-0.3913359214238379,39.25,R,False
931380,Joshua Miller,A,0.011073170087941418,-0.5659539844299608,1.6977068025504432,72,83,86,Graduated,Low,0,0,0,1,195,1.6977068025504432,85.0,J,False
696698,Nicole Kent,A,-1.1449171138180732,1.300794396600027,1.526473792388617,13,90,50,Graduated,Low,0,0,0,1,247,1.526473792388617,61.75000000000001,N,False
605022,Jane Jimenez,D,1.1844467665338965,1.1964685594558868,1.28674757816206,35,48,33,Graduated,Low,0,1,0,0,203,1.28674757816206,50.74999999999999,J,False
185659,Andre Lam,C,0.089298076517672,0.40718374237357935,0.6018155375147548,66,78,91,Graduated,Low,0,1,0,0,302,0.6018155375147548,75.5,A,False
295474,Nicole Shaw,F,-1.6577248337463053,0.23615777984220163,-1.5899669925566222,0,48,74,Graduated,Low,0,0,0,1,125,-1.5899669925566222,31.25,N,False
630192,Nicolas Phillips,B,1.1236051726441063,0.911710331841143,-0.3913359214238379,18,81,33,Graduated,Low,1,0,0,0,170,-0.3913359214238379,42.5,N,False
218832,Harry Bowman,A,1.5581879861426082,0.98696175535495,1.012774761903138,23,27,28,Pending,Low,0,0,0,1,157,1.012774761903138,39.25,H,False
879573,Paul Cox,A,1.2192133916137766,1.7702606637486598,-1.452980584427161,72,53,6,Graduated,Low,1,0,0,0,138,-1.452980584427161,34.5,P,False
168189,Carlos Hammond,D,-1.2318336765177735,0.12841142344743323,-0.8707883498769515,77,37,69,Pending,Low,0,0,0,1,207,-0.8707883498769515,51.74999999999999,C,False
677383,Patricia Gentry,A,1.349588235663327,1.7104015768626772,-1.2817475742653348,77,7,61,Graduated,Low,0,1,0,0,157,-1.2817475742653348,39.25,P,False
867791,Brittney Jones,D,0.9497720472447054,0.15834096689042385,-0.9392815539416821,1,97,57,Pending,Low,0,1,0,0,177,-0.9392815539416821,44.25,B,False
318675,Allison Soto,A,-1.310058582947504,-0.28547140587850117,-0.6995553397151253,61,9,77,Graduated,Low,1,0,0,0,176,-0.6995553397151253,44.0,A,False
594051,Jay Dalton,A,-1.4578167395369945,0.41573504050014776,0.43058252735292846,28,97,88,Graduated,Low,1,0,0,0,275,0.43058252735292846,68.75,J,False
537077,Amy Moore,D,0.558647515096054,-0.5505616478021362,-0.11736310516491574,29,10,15,Graduated,Low,0,1,0,0,100,-0.11736310516491574,25.0,A,False
639481,Jennifer Campos,B,-0.2236015492012494,1.7480272886195802,0.19085631312637164,93,55,66,Graduated,Low,0,0,0,1,269,0.19085631312637164,67.25,J,False
957323,Allen Chavez,C,1.323513266853417,1.7360554712423837,0.8757883537736769,91,95,65,Graduated,Low,0,1,0,0,326,0.8757883537736769,81.5,A,False
503114,Megan Howard,B,-0.3365930807108598,0.20451797677389638,-1.2132543702006042,60,68,14,Graduated,Low,0,0,1,0,156,-1.2132543702006042,39.0,M,False
570269,Mr. Jeffrey Underwood PhD,F,-1.5012750208868448,1.7617093656220901,1.1155145680002339,40,40,50,Graduated,Low,0,0,1,0,212,1.1155145680002339,53.0,M,False
468088,Ashley Reeves,B,-0.3365930807108598,0.495262113077239,1.1840077720649642,29,94,34,Graduated,Low,0,1,0,0,241,1.1840077720649642,60.25,A,False
374112,Todd Coleman,D,0.7672472655753347,0.942495005096791,-0.28859611532674206,56,71,63,Pending,Low,1,0,0,0,231,-0.28859611532674206,57.75,T,False
523401,Robert Parsons,C,-0.44958461222047036,1.3563778344227253,1.5949669964533475,21,8,14,Graduated,Low,0,0,0,1,139,1.5949669964533475,34.75,R,False
659344,Emily Skinner,F,1.6016462674924583,-1.3928645132691717,-1.1105145641035084,77,69,31,Pending,Low,1,0,0,0,194,-1.1105145641035084,48.5,E,False
958628,Vincent Boone,D,1.349588235663327,-0.5197769745464883,-1.3844873803624305,36,24,79,Pending,Low,0,1,0,0,148,-1.3844873803624305,37.0,V,False
865095,Matthew Roach,D,0.1066813890576121,1.0091951304840283,-1.3844873803624305,53,22,28,Graduated,Low,0,0,0,1,112,-1.3844873803624305,28.000000000000004,M,False
121192,Kristina Becker,C,-1.6316498649363953,-1.350963152448984,-0.151609707197281,79,86,86,Graduated,Low,0,0,1,0,296,-0.151609707197281,74.0,K,False
819797,Michael Mathis,B,-1.6142665523964552,-0.5676642440552743,-1.555720390524257,43,58,52,Pending,Low,0,1,0,0,157,-1.555720390524257,39.25,M,False
903232,Frank Weaver,B,1.5929546112224884,1.4213677001846494,0.5333223334500242,10,71,18,Pending,Low,0,1,0,0,164,0.5333223334500242,41.0,F,False
424771,Amanda Hernandez,A,-1.4056668019171745,0.0044176006121841235,-0.5625689315856642,93,48,67,Graduated,Low,0,0,1,0,241,-0.5625689315856642,60.25,A,False
160282,April Hammond,F,-0.6234177376198711,-0.23758413636971523,0.3278427212558327,77,42,88,Graduated,Low,0,0,0,1,266,0.3278427212558327,66.5,A,False
182701,Joshua Miller,A,-0.4582762684904404,-0.08879154896741703,0.46482912938529375,86,35,10,Graduated,Low,0,0,0,1,194,0.46482912938529375,48.5,J,False
905940,Kristie Lang,A,0.323972795806863,0.1934012892093572,0.3963359253205632,77,98,65,Pending,Low,0,1,0,0,301,0.3963359253205632,75.25,K,False
235192,Mary Barnes,D,0.9323887347047654,1.2674443339064083,0.01962330296454531,61,0,46,Graduated,Low,0,0,1,0,157,0.01962330296454531,39.25,M,False
899490,Michelle Owens MD,D,0.9410803909747356,0.9920925342308903,-0.22010291126201154,43,1,80,Graduated,Low,0,1,0,0,167,-0.22010291126201154,41.75,M,False
508683,Dana Dawson,B,-0.4408929559505003,-0.7232978699588274,-0.3570893193914726,1,79,53,Graduated,Low,1,0,0,0,172,-0.3570893193914726,43.0,D,False
654394,Michael Jimenez,F,0.9845386723245856,-0.5505616478021362,1.5949669964533475,44,65,10,Graduated,Low,0,0,1,0,215,1.5949669964533475,53.75,M,False
673141,Brian Coleman,D,0.8280888594651252,-0.9815470733812086,0.46482912938529375,54,8,47,Pending,Low,0,0,0,1,172,0.46482912938529375,43.0,B,False
623229,James Montoya,F,-0.4408929559505003,1.7728260531866304,-1.555720390524257,9,52,64,Pending,Low,0,0,1,0,129,-1.555720390524257,32.25,J,False
534381,Jason Frye,B,-0.37135970579073996,1.4470215945643556,1.2525009761296948,48,29,31,Pending,Low,0,0,1,0,194,1.2525009761296948,48.5,J,False
457934,Karen Burnett,D,0.367431077156713,1.2913879686608014,1.526473792388617,57,43,82,Pending,Low,1,0,0,0,276,1.526473792388617,69.0,K,False
906336,Louis Hayes,D,-0.24967651801115953,1.011760519921999,0.9100349558060422,87,62,1,Graduated,Low,0,1,0,0,226,0.9100349558060422,56.49999999999999,L,False
510783,Michael Baker,B,1.2105217353438067,0.18313973145747414,1.3552407822267907,65,89,94,Graduated,Low,1,0,0,0,195,1.3552407822267907,84.25,M,False
284435,Melissa Rangel,C,1.0801468912942562,1.6847476824829708,-1.6584601966213526,1,17,71,Pending,Low,0,0,0,1,90,-1.6584601966213526,22.5,M,False
623005,Leslie Burnett,C,0.9063137658948555,1.0818811645598645,-0.22010291126201154,75,11,61,Pending,Low,0,1,0,0,190,-0.22010291126201154,47.5,L,False
444125,Christopher Cooper,C,-1.3361335517574142,-0.3521715312657386,-0.6310621356503947,79,53,81,Graduated,Low,0,0,0,1,244,-0.6310621356503947,61.0,C,False
946420,Rachel Mays,F,-0.7624842379393916,0.8706641008336132,0.08811650702927584,34,41,4,Graduated,Low,1,0,0,0,131,0.08811650702927584,32.75,R,False
234880,Regina Anderson,C,0.44565598358644326,-1.3971401623324564,-0.5625689315856642,14,66,68,Graduated,Low,0,0,1,0,181,-0.5625689315856642,45.25,R,False
606664,Shawna Jenkins,C,-0.7885592067493017,-1.4193735374615355,-1.1105145641035084,53,54,11,Pending,Low,0,1,0,0,135,-1.1105145641035084,33.75,S,False
814928,Theodore Stanley,F,-0.032385111261908614,-0.6993542352044356,1.012774761903138,97,76,10,Graduated,Low,0,0,1,0,262,1.012774761903138,65.5,T,False
373532,Ryan Mcfarland,C,0.15883132667743236,-1.175661540854322,-1.555720390524257,79,73,77,Graduated,Low,0,1,0,0,233,-1.555720390524257,58.25,R,False
833083,Misty Reed,F,0.6629473903356942,0.08736519243990223,1.3552407822267907,2,13,95,Graduated,Low,0,0,1,0,199,1.3552407822267907,49.75,M,False
707415,Julie Garcia,B,0.541264202556114,-0.8814968853003525,-0.5283223295532989,62,8,62,Pending,Low,0,1,0,0,166,-0.5283223295532989,41.5,J,False
880495,Rebecca Simpson,C,-1.3535168642973543,-0.2410046556203421,0.25934951719110216,81,91,90,Pending,Low,0,0,0,1,319,0.25934951719110216,79.75,R,False
387095,Sara Wilson,A,-1.3535168642973543,-1.0294343428899946,-1.3844873803624305,36,3,36,Graduated,Low,1,0,0,0,84,-1.3844873803624305,21.0,S,False
525923,Courtney Gutierrez,B,1.506038048522788,1.600089831029938,-0.9392815539416821,60,93,94,Pending,Low,0,0,1,0,269,-0.9392815539416821,67.25,C,False
340045,Brittany Golden,A,-1.5968832398565154,1.6796169036070294,1.389487384259156,30,98,55,Pending,Low,0,0,0,1,273,1.389487384259156,68.25,B,False
952810,Jeanne Villegas,C,-0.8320174880991519,-0.9712855156293256,0.8415417517413116,39,34,69,Pending,Low,0,0,1,0,216,0.8415417517413116,54.0,J,False
875371,Jessica Bell,A,-0.9710839884186726,0.8954628654006623,-1.6242135945889873,8,82,21,Pending,Low,0,0,1,0,113,-1.6242135945889873,28.249999999999996,J,False
400359,Jeffrey Wright,C,-0.9537006758787325,-1.3364259456338172,1.1155145680002339,29,27,40,Pending,Low,1,0,0,0,178,1.1155145680002339,44.5,J,False
644075,Kimberly Hernandez,F,1.4538881109029675,0.9228270194056833,0.6018155375147548,40,78,9,Pending,Low,0,0,0,1,194,0.6018155375147548,48.5,K,False
315382,Jonathan Vega,C,-1.7185664276360957,-0.6625836532601889,-0.08311650313255048,41,77,59,Pending,Low,0,0,1,0,224,-0.08311650313255048,56.00000000000001,J,False
790399,Anthony Miller,C,0.2978978269969527,1.2229775836482506,0.05386990499691057,12,23,30,Graduated,Low,0,1,0,0,116,0.05386990499691057,28.999999999999996,A,False
819290,Carlos Wilson,C,0.019764826357911654,1.182786482453377,0.46482912938529375,8,70,38,Pending,Low,0,0,1,0,179,0.46482912938529375,44.75,C,False
618534,Michelle Kemp,A,0.0023815138179715664,1.0288631161751371,-1.6242135945889873,83,56,10,Graduated,Low,0,1,0,0,151,-1.6242135945889873,37.75,M,False
139750,Michael Hess,D,-0.5104262061102607,-0.7532274134018192,1.1155145680002339,8,30,23,Graduated,Low,0,1,0,0,143,1.1155145680002339,35.75,M,False
299603,Kathleen Chase,B,-1.2231420202478038,0.4003427038723244,-1.1447611661358736,38,16,78,Pending,Low,0,0,1,0,148,-1.1447611661358736,37.0,K,False
555400,Stephanie Bailey,A,-0.2236015492012494,-1.4809428839728314,-0.5625689315856642,10,77,4,Pending,Low,1,0,0,0,124,-0.5625689315856642,31.0,S,False
317826,Raymond Martinez,C,1.6190295800323984,0.3840952374318425,0.46482912938529375,4,47,94,Graduated,Low,0,0,0,1,208,0.46482912938529375,52.0,R,False
558655,Andrew Guerrero,C,1.1322968289140762,-0.06741330365099482,1.149761170032599,76,48,59,Graduated,Low,0,0,0,1,266,1.149761170032599,66.5,A,False
297126,Kathleen Barnes,C,-0.1888349241213692,0.2224757028396905,-0.4598291254885684,14,78,19,Graduated,Low,1,0,0,0,147,-0.4598291254885684,36.75,K,False
936611,Manuel Quinn,C,1.4451964546329978,1.0587926596181276,0.1223631090616411,62,4,9,Graduated,Low,0,1,0,0,128,0.1223631090616411,32.0,M,False
679102,Ronald Alexander,F,-1.4752000520769346,-1.055943367082357,0.3278427212558327,78,26,89,Pending,Low,0,0,0,1,252,0.3278427212558327,63.0,R,False
990829,Jason Gray,B,1.6016462674924583,-1.4416069125906144,-1.179007768168239,82,68,84,Graduated,Low,0,1,0,0,249,-1.179007768168239,62.25000000000001,J,False
584974,Brian Dominguez,D,-1.3448252080273841,1.4350497771871593,0.46482912938529375,2,51,36,Graduated,Low,0,1,0,0,152,0.46482912938529375,38.0,B,False
298591,David Hicks,F,1.2105217353438067,-1.1320499204088204,1.4922271903562516,82,49,54,Graduated,Low,1,0,0,0,278,1.4922271903562516,69.5,D,False
484755,Jason Jackson,D,-1.1536087700880433,0.5585417192138483,0.6018155375147548,28,79,10,Pending,Low,0,0,0,1,184,0.6018155375147548,46.0,J,False
917345,Nicholas Thompson,D,-1.553424958506665,1.0083400006713723,0.15660971109400637,25,87,31,Graduated,Low,0,0,1,0,197,0.15660971109400637,49.25,N,False
218696,Mark Bullock,B,-0.2236015492012494,-0.6309438501918836,1.423733986291521,38,47,87,Graduated,Low,0,1,0,0,263,1.423733986291521,65.75,M,False
988381,Frances Campbell,B,-0.8580924569090621,-0.6565977445715911,0.01962330296454531,3,77,0,Graduated,Low,1,0,0,0,130,0.01962330296454531,32.5,F,False
112758,Steven Zuniga,A,-0.3018264556309798,-0.8917584430522356,-1.076267962071143,32,85,38,Pending,Low,1,0,0,0,173,-1.076267962071143,43.25,S,False
698016,Robert Ward,C,-0.24967651801115953,0.07026259618676421,0.8072951497089463,56,81,58,Pending,Low,0,1,0,0,268,0.8072951497089463,67.0,R,False
352802,Lindsay Garner,B,1.1757551102639265,1.6685002160424902,0.19085631312637164,73,93,65,Pending,Low,0,0,1,0,286,0.19085631312637164,71.5,L,False
265154,Holly Franco,A,0.25443954564710264,-1.0644946652089267,0.7730485476765812,80,53,18,Pending,Low,1,0,0,0,223,0.7730485476765812,55.75,H,False
783136,Charles Nunez,D,0.5934141401759342,0.6166905464745162,-0.9392815539416821,89,16,78,Graduated,Low,0,1,0,0,205,-0.9392815539416821,51.24999999999999,C,False
674038,Alicia Wheeler,D,-0.6755676752396913,-0.7891428655334087,-1.452980584427161,58,17,80,Pending,Low,0,1,0,0,162,-1.452980584427161,40.5,A,False
902031,Krystal Freeman,D,1.097530203834196,0.3746888094926168,-1.555720390524257,1,5,71,Graduated,Low,0,0,0,1,81,-1.555720390524257,20.25,K,False
679459,Patricia Cortez,A,-0.9971589572285826,0.6697085948592436,0.6360621395471201,76,33,4,Pending,Low,0,1,0,0,181,0.6360621395471201,45.25,P,False
719387,William Franklin,A,1.6277212363023685,-0.024656813018150384,0.6360621395471201,27,36,1,Pending,Low,0,0,1,0,132,0.6360621395471201,33.0,W,False
874471,Jerome Gonzalez,D,0.35004776461677295,1.396568935617599,1.4922271903562516,70,27,93,Pending,Low,0,0,1,0,283,1.4922271903562516,70.75,J,False
796855,Deborah Bush,B,-1.7098747713661258,0.7577869655629033,-0.014623299067819954,10,7,0,Pending,Low,0,0,1,0,66,-0.014623299067819954,16.5,D,False
936183,Michelle George,B,-0.2844431430910397,0.16603713520433613,-1.0077747580064127,17,69,45,Graduated,Low,0,1,0,0,151,-1.0077747580064127,37.75,M,False
876804,Evelyn Swanson,D,0.9410803909747356,-0.20850972273938073,1.3552407822267907,8,50,70,Pending,Low,1,0,0,0,217,1.3552407822267907,54.25,E,False
805222,Hannah Morgan,D,-0.21490989293127935,-0.625813071315942,-1.4187339823947958,63,3,75,Graduated,Low,1,0,0,0,149,-1.4187339823947958,37.25,H,False
277391,Tracey Branch,A,-1.6403415212063652,0.2062282363992098,0.6703087415794853,16,69,64,Graduated,Low,1,0,0,0,218,0.6703087415794853,54.50000000000001,T,False
844119,Karen Payne,C,1.4104298295531177,1.0955632415623746,0.5675689354823895,96,9,34,Graduated,Low,1,0,0,0,205,0.5675689354823895,51.24999999999999,K,False
325013,Taylor Brown,F,-0.6668760189697213,0.8450102064539056,0.7045553436118506,97,34,21,Graduated,Low,0,1,0,0,222,0.7045553436118506,55.50000000000001,T,False
118678,Erika Clark,B,1.2279050478837468,0.7979780667577769,1.3552407822267907,80,78,9,Pending,Low,0,0,1,0,256,1.3552407822267907,64.0,E,False
609715,Candace Cook,F,0.21098126429725264,1.730924692366442,0.6018155375147548,30,27,4,Graduated,Low,0,1,0,0,128,0.6018155375147548,32.0,C,False
541451,Ashley Schwartz,C,-0.5104262061102607,0.44994023300642383,-0.04886990110018522,73,15,22,Pending,Low,0,0,0,1,158,-0.04886990110018522,39.5,A,False
618295,Sara Savage,F,0.44565598358644326,0.1352524619486882,-0.5283223295532989,16,64,78,Pending,Low,0,1,0,0,192,-0.5283223295532989,48.0,S,False
530718,Amy Miller,F,-1.2839836141375938,-0.022091423580179622,-0.08311650313255048,91,58,99,Graduated,Low,0,0,1,0,295,-0.08311650313255048,73.75,A,False
137811,Jason Huffman DDS,B,-0.6408010501598111,-0.2683688096253632,1.0812679659678686,73,9,87,Graduated,Low,0,0,0,1,250,1.0812679659678686,62.5,J,False
589454,Valerie Taylor,C,0.4804226086663234,-1.5938200192435406,0.8072951497089463,21,85,32,Pending,Low,1,0,0,0,211,0.8072951497089463,52.75,V,False
855000,Denise Kelley,A,-1.2666003015976537,-0.8874827939889501,-1.042021360038778,3,57,12,Graduated,Low,0,1,0,0,91,-1.042021360038778,22.75,D,False
487488,Victoria Anderson,F,-1.562116614776635,-0.7378350767739946,1.4579805883238863,15,69,28,Pending,Low,1,0,0,0,204,1.4579805883238863,51.0,V,False
504779,Jacob Cervantes,B,-0.8841674257189722,1.0844465539978354,1.1155145680002339,52,80,80,Pending,Low,0,0,0,1,294,1.1155145680002339,73.5,J,False
945068,Malik Carey,A,1.3930465170131776,0.7415394991224226,-0.11736310516491574,75,87,70,Pending,Low,0,1,0,0,278,-0.11736310516491574,69.5,M,False
443885,Anthony Mills,D,-1.240525332787744,-1.1508627762872716,1.0812679659678686,79,24,60,Pending,Low,0,1,0,0,244,1.0812679659678686,61.0,A,False
180337,Richard Miller,A,-0.21490989293127935,-1.0756113527734659,1.526473792388617,75,56,72,Pending,Low,0,1,0,0,297,1.526473792388617,74.25,R,False
639214,David Smith,B,-1.2057587077078638,1.4649793206301498,-0.3570893193914726,6,3,64,Pending,Low,1,0,0,0,112,-0.3570893193914726,28.000000000000004,D,False
267464,Jared Hernandez,C,1.6624878613822487,0.9159859809044272,1.0470213639355033,68,61,6,Pending,Low,0,0,0,1,215,1.0470213639355033,53.75,J,False
701122,Monica Wallace,B,-0.25836817428112957,-0.7130363122069455,0.2251029151587369,9,36,29,Graduated,Low,0,0,0,1,130,0.2251029151587369,32.5,M,False
237276,Kristin Boyd,D,-1.3882834893772344,0.9339437069702226,0.19085631312637164,98,40,69,Pending,Low,0,1,0,0,262,0.19085631312637164,65.5,K,False
121168,Donna King,D,-1.5708082710466051,0.29088608785224257,-0.7680485437798558,33,89,60,Graduated,Low,0,0,0,1,209,-0.7680485437798558,52.25,D,False
274882,Hailey Wilson,F,0.24574788937713243,-0.47787561372630116,0.3278427212558327,47,12,69,Pending,Low,0,1,0,0,187,0.3278427212558327,46.75,H,False
978104,Shane Smith,D,0.05453145143779183,-0.6899478072652087,0.9442815578384074,44,27,55,Pending,Low,0,0,1,0,203,0.9442815578384074,50.74999999999999,S,False
960075,Tracy Alvarado,A,-1.1623004263580132,-0.158057063792624,-1.3159941762977,58,18,51,Pending,Low,0,0,1,0,138,-1.3159941762977,34.5,T,False
501266,Jody Mcmahon,A,0.04583979516782159,0.61583541666186,-0.49407572752093365,76,46,55,Graduated,Low,0,0,1,0,212,-0.49407572752093365,53.0,J,False
225502,Sarah Jones,D,1.1757551102639265,1.3384201083569311,1.0812679659678686,49,97,57,Pending,Low,0,0,0,1,284,1.0812679659678686,71.0,S,False
904653,Diane Wheeler,B,0.6977140154155743,1.3957138058049416,1.3552407822267907,11,77,63,Graduated,Low,1,0,0,0,240,1.3552407822267907,60.0,D,False
398626,Stephanie Pace,F,-1.2057587077078638,-0.20508920348875384,-0.66530873768276,77,29,60,Pending,Low,1,0,0,0,196,-0.66530873768276,49.0,S,False
827543,John Wolf,C,0.2022896080272824,0.19682180845998407,-0.6310621356503947,77,35,60,Graduated,Low,0,0,0,1,203,-0.6310621356503947,50.74999999999999,J,False
599205,Sheila Rivas,F,-1.040617238578433,0.777454951254012,-0.4255825234562031,58,36,80,Graduated,Low,0,0,0,1,211,-0.4255825234562031,52.75,S,False
934359,Natasha Hendricks PhD,A,0.35004776461677295,0.04033305274377359,0.6360621395471201,76,16,65,Pending,Low,0,0,0,1,225,0.6360621395471201,56.25,N,False
827028,Brittany Marks,F,1.045380266214376,0.5901815222821536,0.08811650702927584,11,45,83,Pending,Low,0,0,1,0,191,0.08811650702927584,47.75,B,False
330170,Joshua Atkinson,A,1.1409884851840464,-0.1418095973521433,-1.6242135945889873,54,29,0,Graduated,Low,0,1,0,0,85,-1.6242135945889873,21.25,J,False
494064,Barbara Reynolds,D,-0.8059425192892418,0.3225258909205466,-0.7680485437798558,67,58,54,Pending,Low,0,0,1,0,206,-0.7680485437798558,51.5,B,False
