Transaction_ID,Account_Number,Transaction_Type,Transaction_Amount,Date,Account_Balance,Fraud_Flag,Transaction_Year,Category_Entertainment,Category_Groceries,Category_Health,Category_Travel,Category_Utilities,Net_Balance,Transaction_Amount_Zscore,Transaction_Amount_Category,Total_Expenditure,Transaction_Month,High_Value_Transaction
2605394,7454204,Withdrawal,-0.439229140310403,2022-08-02,-1.3830715951365593,No Fraud,2022,0,0,1,0,0,-1.7635407897297146,-0.439229140310403,Low,0.38328235370682795,8,False
1403686,3480878,Deposit,-0.44301255951704255,2023-06-05,0.27966988340111165,True,2023,0,0,0,0,1,-0.12328189983786719,-0.44301255951704255,Low,0.3821940096018583,6,False
2962333,5361275,Deposit,-0.5269090972878215,2023-08-25,0.8521679360035658,No Fraud,2023,0,0,0,0,1,0.4652342567628326,-0.5269090972878215,Low,0.3580602043523752,8,False
7846588,7571870,Withdrawal,0.5242827778492535,2023-05-06,-1.5818193601289938,No Fraud,2023,0,0,0,0,1,-2.2366364163614385,0.5242827778492535,Low,0.6604476528512714,5,False
9553242,7864402,Deposit,-0.12143584937847443,2023-06-12,-1.2333289696128118,No Fraud,2023,0,0,1,0,0,-1.7073378073911105,-0.12143584937847443,Low,0.47469925357816906,6,False
7687263,7776907,Deposit,1.6837806837618565,2022-05-18,0.1833327334284566,No Fraud,2022,0,0,0,0,1,-0.8300499483754303,1.6837806837618565,Low,0.99399057836428,5,False
3657658,1542467,Deposit,1.7046712836498514,2023-10-27,1.659643935406483,No Fraud,2023,0,0,0,1,0,0.6193237246752537,1.7046712836498514,Low,1.0000000000000002,10,False
9384970,3677194,Payment,-0.467481222831371,2022-03-31,-1.448557365641539,True,2022,0,0,0,0,1,-1.819971200623717,-0.467481222831371,Low,0.3751553168162681,3,False
1283856,3324047,Transfer,0.6399294076190806,2023-03-02,-0.4933236392741329,True,2023,1,0,0,0,0,-1.1968382364837749,0.6399294076190806,Low,0.693714737701061,3,False
7802383,5233025,Transfer,1.5599998767280774,2022-03-17,1.143192941043743,True,2022,0,0,0,0,1,0.15181030776433202,1.5599998767280774,Low,0.9583836037506321,3,False
5676441,5018798,Withdrawal,0.05450184524637395,2022-05-19,1.5360367858157238,No Fraud,2022,0,0,0,0,1,0.9721590657626001,0.05450184524637395,Low,0.5253097575505751,5,False
6153754,8589794,Payment,0.17452011671218884,2022-06-04,1.5453556929322567,No Fraud,2022,0,0,1,0,0,0.9468212306309334,0.17452011671218884,Low,0.559834395478416,6,False
2447796,1118197,Payment,1.176934773117116,2022-10-13,-0.7909534641853513,No Fraud,2022,0,1,0,0,0,-1.6447246547726841,1.176934773117116,Low,0.8481905152863789,10,False
5923005,9754145,Transfer,1.1871085857583366,2022-08-27,-0.5360488483385141,True,2022,0,0,0,1,0,-1.3963601672626664,1.1871085857583366,Low,0.8511171296551242,8,False
4469593,3094291,Withdrawal,-0.7673667935993992,2022-05-01,1.343562391291498,No Fraud,2022,1,0,0,0,0,1.0188331564586885,-0.7673667935993992,Low,0.288889778876913,5,False
4714326,9060449,Deposit,-0.0632609932425301,2022-02-06,-0.6030668818120081,True,2022,0,1,0,0,0,-1.1027449479764306,-0.0632609932425301,Low,0.49143392089230203,2,False
3298656,6027120,Withdrawal,0.6370718297270372,2023-12-05,-0.2394133716357954,No Fraud,2023,0,0,0,1,0,-0.9457053717986399,0.6370718297270372,Low,0.6928927225123028,12,False
7688791,6550829,Payment,1.5003039955752966,2023-03-01,-0.63404807896246,No Fraud,2023,0,0,0,1,0,-1.5830644325432266,1.5003039955752966,Low,0.9412113960741517,3,False
9045687,6552353,Withdrawal,-0.4228807318342435,2023-03-24,0.5780534104439811,No Fraud,2023,1,0,0,0,0,0.16508060648414635,-0.4228807318342435,Low,0.38798516167466823,3,False
4680094,3359669,Withdrawal,1.1598623985002188,2022-04-25,0.9335753619373519,True,2022,0,0,1,0,0,0.06026840968641656,1.1598623985002188,Low,0.8432794501208993,4,False
4633342,9213885,Withdrawal,1.1018546114736758,2022-07-05,0.31180942716250654,True,2022,0,0,0,0,1,-0.5359967970587329,1.1018546114736758,Low,0.8265928421600678,7,False
4170810,1294240,Payment,-0.7972129938725666,2023-08-30,1.5504058079481335,True,2023,1,0,0,0,0,1.2313299753125384,-0.7972129938725666,Low,0.2803041756569363,8,False
9713485,3909881,Transfer,0.29628217200737456,2022-11-22,-1.4418465510135503,True,2022,0,0,0,0,1,-2.0330608542289146,0.29628217200737456,Low,0.5948606529063394,11,False
1343515,7646956,Deposit,0.16009996420703057,2023-06-10,0.8864629366627604,No Fraud,2023,1,0,0,0,0,0.30141702516402435,0.16009996420703057,Low,0.5556862725465952,6,False
9882556,7569170,Deposit,-1.4976641574612928,2023-04-09,-1.6753989201220354,True,2023,0,0,0,0,1,-1.7472530767462542,-1.4976641574612928,Low,0.07881133199501385,4,False
7247643,9387334,Payment,-0.7814597690986476,2023-11-17,0.22418490810703523,True,2023,0,0,0,0,1,-0.08062208571720034,-0.7814597690986476,Low,0.28483577217864064,11,False
8578604,3838487,Transfer,-1.2269599911352747,2023-05-04,0.3859660521495211,True,2023,0,0,0,1,0,0.20701892691539703,-1.2269599911352747,Low,0.1566825028910705,5,False
3159062,7373831,Deposit,-1.4723705904192974,2022-02-12,-0.8472732776628138,No Fraud,2022,0,0,0,1,0,-0.9381428841890967,-1.4723705904192974,Low,0.08608731783752936,2,False
4456241,8637065,Withdrawal,1.3450619868774751,2023-05-29,1.0978182083154637,No Fraud,2023,0,0,1,0,0,0.168908164037622,1.3450619868774751,Low,0.8965542444919476,5,False
7031251,3224309,Payment,0.45935206460191386,2022-06-22,-0.55347100283473,True,2022,0,0,0,1,0,-1.2041878020273575,0.45935206460191386,Low,0.6417695854380161,6,False
9435768,6234682,Payment,0.007224767892387318,2022-11-08,-0.24319707372501354,No Fraud,2022,0,0,1,0,0,-0.7682526756233888,0.007224767892387318,Low,0.5117099618028266,11,False
2064028,1766555,Deposit,-0.08248090203651637,2023-03-09,-1.1574705590981254,True,2023,0,0,0,1,0,-1.6437606007887993,-0.08248090203651637,Low,0.48590509278959515,3,False
6615953,8221150,Payment,0.18612793920910004,2023-05-03,0.20970367654137484,True,2023,0,0,1,0,0,-0.3732357792496189,0.18612793920910004,Low,0.5631735192963311,5,False
6393228,3802284,Payment,-0.6857326500184229,2022-08-03,-1.6372511654146988,True,2022,0,0,0,1,0,-1.943207550923267,-0.6857326500184229,Low,0.312372780383774,8,False
8478105,7134562,Transfer,-0.49862220870239493,2023-05-28,-1.2513960694053743,No Fraud,2023,1,0,0,0,0,-1.6166467889898553,-0.49862220870239493,Low,0.36619725360820615,5,False
1756459,3102610,Withdrawal,-1.3849621207446554,2022-12-31,1.4753349350249707,True,2022,1,0,0,0,0,1.3263961079143363,-1.3849621207446554,Low,0.11123137074286744,12,False
9034266,2122199,Deposit,0.36422012922392943,2023-05-21,0.6840188203091465,True,2023,1,0,0,0,0,0.04312522945896469,0.36422012922392943,Low,0.6144037886790187,5,False
8793839,8242006,Deposit,0.6445864590436282,2023-12-02,-0.3600385123804388,No Fraud,2023,0,0,0,0,1,-1.0667822067718242,0.6445864590436282,Low,0.6950543921743354,12,False
1292818,3124905,Transfer,-1.4824608685058178,2022-11-03,-1.2151845316262553,True,2022,0,0,0,1,0,-1.2979360635377049,-1.4824608685058178,Low,0.08318473314543462,11,False
1092837,4581628,Transfer,-0.6011887194487157,2022-08-31,1.6067000722007945,No Fraud,2022,0,0,0,0,1,1.2304375751670567,-0.6011887194487157,Low,0.33669281562729975,8,False
6433520,8343412,Withdrawal,1.3547311115840477,2023-07-09,0.2344950560939163,No Fraud,2023,0,0,0,1,0,-0.6849580012129565,1.3547311115840477,Low,0.899335679564262,7,False
6918788,3116934,Withdrawal,1.02114282860085,2023-03-24,-1.5345747003530639,No Fraud,2023,0,0,1,0,0,-2.3329890097941215,1.02114282860085,Low,0.8033751683328912,3,False
6357843,4054516,Transfer,-1.2429498971475117,2022-11-22,0.6287441082299926,True,2022,0,0,0,0,1,0.4509550550849356,-1.2429498971475117,Low,0.15208282228552264,11,False
3427055,2734907,Payment,0.9506501062530408,2022-10-03,1.3975952038894106,No Fraud,2022,0,1,0,0,0,0.5778926567720629,0.9506501062530408,Low,0.7830971249493125,10,False
8962960,4133332,Deposit,-0.7307786586406194,2022-08-31,-1.6390499689446583,True,2022,0,0,0,1,0,-1.9320228515783657,-0.7307786586406194,Low,0.2994147772499036,8,False
7788680,2338783,Withdrawal,1.641842856695805,2022-01-11,0.8523353870039556,No Fraud,2022,0,1,0,0,0,-0.15846714110979476,1.641842856695805,Low,0.9819266794491198,1,False
3813126,3836659,Transfer,0.6866147818772723,2022-07-22,1.2351767102660605,No Fraud,2022,0,0,1,0,0,0.4937294005892714,0.6866147818772723,Low,0.7071443232392005,7,False
3658580,8305488,Withdrawal,-0.9653784943038306,2022-11-10,-0.503424214565681,No Fraud,2022,0,1,0,0,0,-0.745010321717944,-0.9653784943038306,Low,0.2319294328495692,11,False
9627136,3527252,Withdrawal,1.511932701710883,2023-02-10,-0.8569837093864435,True,2023,0,0,1,0,0,-1.8061848708345356,1.511932701710883,Low,0.9445565273112295,2,False
9102562,9443155,Withdrawal,-0.4328561499080509,2022-11-16,-0.26263105704446815,No Fraud,2022,1,0,0,0,0,-0.6608168198376083,-0.4328561499080509,Low,0.38511561778796816,11,False
8915655,5477105,Withdrawal,1.4136856235638624,2023-04-11,-0.5788924815124491,No Fraud,2023,0,0,0,0,1,-1.5037739456286574,1.4136856235638624,Low,0.9162946238604678,4,False
4914304,2181204,Payment,-0.9500986320065473,2022-05-06,0.5681952075282549,No Fraud,2022,0,0,0,0,1,0.3070224533877739,-0.9500986320065473,Low,0.23632486120358642,5,False
7362166,4855883,Deposit,0.257591750755301,2023-07-25,-1.7047453121449712,No Fraud,2023,0,0,0,0,1,-2.2811030315882026,0.257591750755301,Low,0.5837309076709737,7,False
2225751,3722332,Payment,-0.741770413796615,2023-07-18,-1.6146318152300991,True,2023,1,0,0,0,0,-1.9047889433299616,-0.741770413796615,Low,0.29625287229728714,7,False
3702692,9884359,Transfer,-1.4326603514785898,2023-06-20,-0.2115080939955949,No Fraud,2023,0,0,1,0,0,-0.32281338071932564,-1.4326603514785898,Low,0.09751042537533855,6,False
8349772,7941906,Payment,0.18190248298383746,2022-12-01,1.3275827322171956,No Fraud,2022,0,1,0,0,0,0.7300117848866648,0.18190248298383746,Low,0.5619580181524183,12,False
8691615,6554878,Transfer,1.146225382445377,2022-07-27,-1.7007979569131042,No Fraud,2022,0,0,1,0,0,-2.532837331586081,1.146225382445377,Low,0.8393566054076785,7,False
6853543,5951819,Withdrawal,-0.8478558176596906,2022-12-29,-1.4955558551839063,True,2022,1,0,0,0,0,-1.7568843095061348,-0.8478558176596906,Low,0.2657361841874715,12,False
2231583,5405408,Payment,-0.4875051517143487,2022-03-18,1.002200234494998,No Fraud,2022,1,0,0,0,0,0.6018047068288068,-0.4875051517143487,Low,0.3693952030757986,3,False
3924116,3044909,Transfer,-0.8589415491897243,2022-08-07,0.6547936144741214,No Fraud,2022,0,0,0,1,0,0.36617086138247484,-0.8589415491897243,Low,0.26254724584862305,8,False
4854627,6326257,Deposit,0.5454866323173745,2023-11-05,-0.23392857453849475,True,2023,0,0,0,1,0,-0.9139527901487601,0.5454866323173745,Low,0.6665471857744315,11,False
7778471,1930408,Transfer,-1.1270108964362333,2023-05-16,0.21725692506823174,No Fraud,2023,0,0,1,0,0,0.011949903129740591,-1.1270108964362333,Low,0.18543401100358944,5,False
8281295,6128254,Transfer,-0.777446629866582,2023-01-08,0.934050784674541,True,2023,0,0,0,1,0,0.6180263450832447,-0.777446629866582,Low,0.2859901978943996,1,False
3723646,3829322,Deposit,-0.18389185144281459,2023-05-24,-0.11467929407540398,True,2023,0,0,0,1,0,-0.5865798605599111,-0.18389185144281459,Low,0.45673306533568964,5,False
5904471,2082026,Deposit,-0.9801606298793575,2023-01-24,0.13547040387995507,No Fraud,2023,0,0,0,0,1,-0.1109203870984917,-0.9801606298793575,Low,0.2276771813189289,1,False
7140943,1953800,Payment,-1.6822337560718499,2022-08-23,-0.44133856251809866,True,2022,1,0,0,0,0,-0.47759312108228824,-1.6822337560718499,Low,0.025717761435372688,8,False
6365997,8622399,Transfer,0.07110781859952632,2022-05-13,-1.05714393219866,No Fraud,2022,0,0,0,1,0,-1.5890377629265708,0.07110781859952632,Low,0.5300866570214215,5,False
3462590,5118256,Deposit,1.1720131956026827,2022-10-21,-1.5097360202086598,No Fraud,2022,0,0,1,0,0,-2.351902039932435,1.1720131956026827,Low,0.8467747668370438,10,False
8405713,8715953,Transfer,-0.6208471846548791,2023-02-22,0.1288983836894026,True,2023,0,0,1,0,0,-0.22075989309157226,-0.6208471846548791,Low,0.3310378317221769,2,False
1997091,9824532,Withdrawal,-0.7472001598521417,2022-08-02,-1.3528710303817386,No Fraud,2022,0,0,0,0,1,-1.6451769361461894,-0.7472001598521417,Low,0.294690943314994,8,False
7189437,3493276,Payment,-0.5412700794834002,2022-12-05,0.7487678064124118,No Fraud,2022,1,0,0,0,0,0.36743102369491554,-0.5412700794834002,Low,0.3539291024415153,12,False
5258875,9489290,Transfer,-0.5662121052743645,2022-03-08,0.4332120929646297,No Fraud,2022,0,1,0,0,0,0.06352347182880896,-0.5662121052743645,Low,0.346754241488238,3,False
9032139,6129356,Transfer,-1.3833471193537807,2023-11-04,-0.6734998799140682,True,2023,0,0,0,1,0,-0.792441515327919,-1.3833471193537807,Low,0.11169594449144693,11,False
7855932,9430049,Payment,-1.2485014644286432,2023-09-20,1.250864970073705,True,2023,0,1,0,0,0,1.0658537376937047,-1.2485014644286432,Low,0.1504858500247806,9,False
3255372,5009694,Deposit,-0.7168283880056506,2023-10-09,1.595618613832737,No Fraud,2023,0,0,0,1,0,1.2527782893267565,-0.7168283880056506,Low,0.3034277332505645,10,False
2731796,4829613,Deposit,0.9957866106428296,2023-01-14,-0.36111227034170057,No Fraud,2023,0,0,0,1,0,-1.1688675112571891,0.9957866106428296,Low,0.7960811602328878,1,False
3191743,4235360,Payment,0.40655126481836257,2023-09-03,-0.6616878518205992,No Fraud,2023,0,0,1,0,0,-1.2956818167324538,0.40655126481836257,Low,0.6265808273217425,9,False
2308541,8025927,Transfer,-1.579990941724993,2023-08-06,1.4711503863142013,No Fraud,2023,0,0,1,0,0,1.3783731654620714,-1.579990941724993,Low,0.05512908441925778,8,False
6573801,8694766,Payment,0.3110956330409143,2022-10-18,-0.14985677876964204,No Fraud,2022,0,0,1,0,0,-0.7636475213747246,0.3110956330409143,Low,0.5991219155657238,10,False
9792401,6353180,Payment,1.4089798436490726,2023-02-26,-1.219836562098937,True,2023,0,0,0,1,0,-2.134278366009844,1.4089798436490726,Low,0.9149409520758137,2,False
5425085,2662329,Withdrawal,-0.4545124832141323,2022-01-08,1.6765109121529531,No Fraud,2022,0,1,0,0,0,1.2570656719606037,-0.4545124832141323,Low,0.37888592411628363,1,False
7060266,6984001,Withdrawal,-0.1440737137022857,2023-01-10,-0.8758628602159471,No Fraud,2023,0,0,0,0,1,-1.348427075743468,-0.1440737137022857,Low,0.4681872112058392,1,False
4649469,3457834,Transfer,0.04234060632457227,2022-10-04,-1.2341209955816654,True,2022,1,0,0,0,0,-1.755230789189594,0.04234060632457227,Low,0.5218114371248492,10,False
7714670,1915909,Withdrawal,1.5562129769149917,2023-07-24,0.01460737913681986,True,2023,0,0,0,0,1,-0.9596871412677194,1.5562129769149917,Low,0.9572942584091353,7,False
9504849,7048740,Payment,-0.8606540075610826,2023-02-08,-1.1450629578589404,True,2023,0,1,0,0,0,-1.407678433717528,-0.8606540075610826,Low,0.26205463747728447,2,False
8024577,8249245,Transfer,0.5997875734790874,2022-02-18,1.6735085329789552,No Fraud,2022,1,0,0,0,0,0.950824301632848,0.5997875734790874,Low,0.68216747683389,2,False
6695426,4868400,Deposit,-1.7716366132399641,2023-09-10,0.7331240851182725,True,2023,1,0,0,0,0,0.7059381693843783,-1.7716366132399641,Low,0.0,9,False
2680763,8042088,Withdrawal,0.7589765898865032,2023-12-27,0.018975606058326204,No Fraud,2023,0,0,0,1,0,-0.7260466103221342,0.7589765898865032,Low,0.7279600306378379,12,False
2006731,2103463,Deposit,-1.304800273690274,2023-01-16,0.5291687666436158,No Fraud,2023,0,0,1,0,0,0.37058326121100105,-1.304800273690274,Low,0.13429084919876047,1,False
8457549,8631681,Deposit,0.4883072296249435,2023-08-12,0.9246652424176469,True,2023,0,0,0,0,1,0.2446651775501818,0.4883072296249435,Low,0.6500988721070523,8,False
5310188,4555397,Transfer,0.32883280348896793,2023-05-12,1.0921787348301744,True,2023,0,0,1,0,0,0.4556786630057532,0.32883280348896793,Low,0.6042242169078813,5,False
2884104,9187541,Withdrawal,-1.211711454296004,2023-12-09,1.2541584032545656,True,2023,1,0,0,0,0,1.0585174132533848,-1.211711454296004,Low,0.1610689201163437,12,False
4717982,7006690,Payment,0.9305983325184967,2022-10-15,-1.3960419698409714,No Fraud,2022,0,1,0,0,0,-2.170373944717671,0.9305983325184967,Low,0.7773290013166262,10,False
3756591,8929283,Deposit,-0.8109509475143382,2022-07-20,1.6764145846702543,True,2022,0,0,0,1,0,1.359504339042914,-0.8109509475143382,Low,0.2763522950844293,7,False
2948708,2993121,Deposit,-0.2198952445186914,2022-09-28,1.4630198634107432,True,2022,1,0,0,0,0,0.9791107101290168,-0.2198952445186914,Low,0.4463762746992537,9,False
7434371,4660656,Payment,-1.7224103962763013,2022-08-12,-1.600192014839793,True,2022,0,0,1,0,0,-1.608461456670143,-1.7224103962763013,Low,0.014160488202930619,8,False
1906714,6548217,Transfer,0.6246042974380009,2022-04-11,1.552992494329411,No Fraud,2022,0,1,0,0,0,0.8248778753531291,0.6246042974380009,Low,0.6893062932721913,4,False
8869920,1249114,Transfer,-0.023710862198331257,2023-11-24,-1.1821880530546183,No Fraud,2023,1,0,0,0,0,-1.6850335796558036,-0.023710862198331257,Low,0.5028109715498642,11,False
5027108,9908017,Transfer,0.39598414364876056,2022-09-21,-1.575599159669157,No Fraud,2022,0,0,0,1,0,-2.193597813499119,0.39598414364876056,Low,0.6235410732254335,9,False
1769978,7457033,Deposit,0.38464780845462554,2023-07-31,-0.013388356569570594,True,2023,0,1,0,0,0,-0.6502717983951314,0.38464780845462554,Low,0.620280045856633,7,False
3908665,7053186,Payment,-0.33907817043750227,2023-11-04,1.4561685280463446,True,2023,0,0,0,0,1,1.0066408400833828,-0.33907817043750227,Low,0.4120919335379194,11,False
6220835,1507471,Withdrawal,-1.1921887327412288,2022-01-14,0.7814072863564135,True,2022,0,0,1,0,0,0.586852054791343,-1.1921887327412288,Low,0.1666848557969092,1,False
1186190,6013716,Deposit,-0.6772573733227772,2023-04-20,1.4305447271289797,True,2023,0,0,1,0,0,1.0786614229845823,-0.6772573733227772,Low,0.3148107913272892,4,False
1040391,1248687,Transfer,1.5355103297750736,2023-07-23,1.3776947745874273,No Fraud,2023,1,0,0,0,0,0.39003255627676436,1.5355103297750736,Low,0.9513389035458792,7,False
4772177,1701989,Withdrawal,1.4596679153199925,2023-04-18,-0.3666046631544828,True,2023,0,0,0,1,0,-1.307722843595473,1.4596679153199925,Low,0.929521959620131,4,False
1274200,6595433,Deposit,1.2487988544045896,2022-02-25,-0.17291668045217443,True,2022,0,0,0,1,0,-1.0561216574413215,1.2487988544045896,Low,0.8688630458616392,2,False
